Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Phone,Education Region,Broad Classification,Classification Group,Low Year,High Year,KIN,PPR,Y01,Y02,Y03,Y04,Y05,Y06,UPR,Y07,Y08,Y09,Y10,Y11,Y12,USE,Total Students
5928,KIMBERLEY SCHOOL OF THE AIR,MARMION STREET,DERBY,WA,6728,PMB 988,DERBY,WA,6728,-17.309389,123.633779,08 9193 3070,KIMBERLEY,Distance Education,PRIMARY SCHOOLS,KIN,Y06,3,8,5,4,1,4,10,5,,,,,,,,,40
8141,KINDAIMANNA COMMUNITY KINDERGARTEN,GRASMERE WAY,KELMSCOTT,WA,6111,GRASMERE WAY,KELMSCOTT,WA,6111,-32.123468,115.999236,08 9390 7425,SOUTH METROPOLITAN,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,14,,,,,,,,,,,,,,,,14
5506,KINGSLEY PRIMARY SCHOOL,LATHWELL STREET,ARMADALE,WA,6112,LATHWELL STREET,ARMADALE,WA,6112,-32.134611,116.015233,08 9234 3800,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,24,28,30,34,20,38,30,31,,,,,,,,,235
5810,KINGSTON PRIMARY SCHOOL,MACQUARIE DRIVE,AUSTRALIND,WA,6233,PO BOX 1900,BUNBURY,WA,6230,-33.25919616,115.7435708,08 9797 5000,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,69,67,77,89,77,81,83,61,,,,,,,,,604
1312,KINGSWAY CHRISTIAN COLLEGE,157 KINGSWAY,DARCH,WA,6065,157 KINGSWAY,DARCH,WA,6065,-31.81156717,115.8374044,08 9302 8777,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,78,83,84,90,93,96,95,97,,128,126,113,126,108,112,,"1,429"
4172,KINROSS COLLEGE,FALKLAND WAY,KINROSS,WA,6028,FALKLAND WAY,KINROSS,WA,6028,-31.71789873,115.7325952,08 9233 6700,NORTH METROPOLITAN,High Schools,SECONDARY SCHOOLS,Y07,Y10,,,,,,,,,,214,216,181,182,,,,793
5740,KINROSS PRIMARY SCHOOL,64 KINROSS DRIVE,KINROSS,WA,6028,64 KINROSS DRIVE,KINROSS,WA,6028,-31.71880258,115.7368105,08 9233 6800,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,66,68,80,102,71,74,78,93,,,,,,,,,632
5250,KIRUP PRIMARY SCHOOL,6 STATION STREET,KIRUP,WA,6251,6 STATION STREET,KIRUP,WA,6251,-33.705302,115.891555,08 9732 3750,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,2,1,5,6,4,,3,2,,,,,,,,,23
4082,KOJONUP DISTRICT HIGH SCHOOL,BLACKWOOD ROAD,KOJONUP,WA,6395,BLACKWOOD ROAD,KOJONUP,WA,6395,-33.84013104,117.1565215,08 9831 3300,SOUTH WEST,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,12,13,22,26,20,23,28,13,,33,15,19,7,,,,231
1353,KOLBE CATHOLIC COLLEGE,25 DOWLING STREET,ROCKINGHAM,WA,6168,PO BOX 2185,ROCKINGHAM,WA,6967,-32.27997384,115.7539727,08 9592 1500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,224,223,211,210,191,177,,"1,236"
5252,KONDININ PRIMARY SCHOOL,75 GRAHAM STREET,KONDININ,WA,6367,75 GRAHAM STREET,KONDININ,WA,6367,-32.49408236,118.2637107,08 9894 0200,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,5,4,4,3,7,3,3,1,,,,,,,,,30
5578,KOONDOOLA PRIMARY SCHOOL,50 BURBRIDGE AVENUE,KOONDOOLA,WA,6064,50 BURBRIDGE AVENUE,KOONDOOLA,WA,6064,-31.83872675,115.8619753,08 9345 6200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,22,33,30,30,34,35,28,38,,,,,,,,,250
6088,KOORANA EDUCATION SUPPORT CENTRE,109 CORONATA DRIVE,WARNBRO,WA,6169,109 CORONATA DRIVE,WARNBRO,WA,6169,-32.34292727,115.7653169,08 9523 7999,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,5,5,9,7,6,4,4,7,,,,,,,,,47
5733,KOORANA PRIMARY SCHOOL,109 CORONATA DRIVE,WARNBRO,WA,6169,109 CORONATA DRIVE,WARNBRO,WA,6169,-32.34292727,115.7653169,08 9523 7900,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,42,37,57,27,39,48,48,36,,,,,,,,,334
5259,KOORDA PRIMARY SCHOOL,BIRDWOOD STREET,KOORDA,WA,6475,PO BOX 188,KOORDA,WA,6475,-30.826,117.483,08 9682 6000,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,1,3,7,2,4,4,4,1,,,,,,,,,26
5261,KUKERIN PRIMARY SCHOOL,10 BENNETT STREET,KUKERIN,WA,6352,10 BENNETT STREET,KUKERIN,WA,6352,-33.18512011,118.0859386,08 9864 3500,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,2,4,8,5,7,5,4,7,,,,,,,,,42
4083,KULIN DISTRICT HIGH SCHOOL,GORDON STREET,KULIN,WA,6365,PO BOX 19,KULIN,WA,6365,-32.67021123,118.1526847,08 6865 7300,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,5,9,14,6,6,15,12,13,,13,8,8,5,,1,,115
1260,KULKARRIYA COMMUNITY SCHOOL,YUNGNGORA COMMUNITY NOONKANBAH STATION,VIA FITZROY CROSSING,WA,6765,YUNGNGORA COMMUNITY NOONKANBAH STATION,VIA FITZROY CROSSING,WA,6765,-18.503222,124.831111,08 9191 4737,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y11,6,8,16,13,6,9,9,6,,4,4,6,1,1,,,89
1269,KURURRUNGKU CATHOLIC EDUCATION CENTRE,BILLILUNA STATION,VIA HALLS CREEK,WA,6770,BILLILUNA STATION,VIA HALLS CREEK,WA,6770,-19.555396,127.661765,08 9168 8932,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,5,8,9,8,5,8,4,5,,11,2,2,3,,,,70
1414,KWOORABUP NATURE SCHOOL,"OLD PO BUILDING, INLET DRIVE",DENMARK,WA,6333,"OLD PO BUILDING, INLET DRIVE",DENMARK,WA,6333,-34.97137317,117.3650044,08 9848 2285,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,16,17,28,7,14,12,7,10,,,,,,,,,111
5266,KYILLA PRIMARY SCHOOL,4 SELKIRK STREET,NORTH PERTH,WA,6006,4 SELKIRK STREET,NORTH PERTH,WA,6006,-31.91907193,115.851731,08 9216 3300,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,41,43,40,39,54,44,42,40,,,,,,,,,343
5267,LA GRANGE REMOTE COMMUNITY SCHOOL,"LOT 156, MISSION ROAD",BIDYADANGA,WA,6725,LOCKED BAG 4006,BROOME,WA,6725,-18.685254,121.782644,08 9193 4100,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS,KIN,Y12,6,13,15,15,19,13,17,15,,12,11,8,13,11,8,,176
1223,LA SALLE COLLEGE,5 LA SALLE AVENUE,MIDDLE SWAN,WA,6056,5 LA SALLE AVENUE,MIDDLE SWAN,WA,6056,-31.87856979,116.004411,08 9449 0601,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,256,227,241,235,211,186,,"1,356"
4084,LAKE GRACE DISTRICT HIGH SCHOOL,1 SCHOOL PLACE,LAKE GRACE,WA,6353,1 SCHOOL PLACE,LAKE GRACE,WA,6353,-33.103443,118.459432,08 9865 4500,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,11,8,16,13,14,6,19,9,,12,8,7,5,1,2,,131
5269,LAKE GWELUP PRIMARY SCHOOL,59 PORTER STREET,GWELUP,WA,6018,59 PORTER STREET,GWELUP,WA,6018,-31.87143628,115.797937,08 9278 0400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,69,61,64,89,67,60,73,61,,,,,,,,,544
1366,LAKE JOONDALUP BAPTIST COLLEGE,8 KENNEDYA DRIVE,JOONDALUP,WA,6027,8 KENNEDYA DRIVE,JOONDALUP,WA,6027,-31.73747504,115.7614206,08 9300 7444,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,74,45,42,56,60,63,78,86,,135,156,159,164,133,156,,"1,407"
5270,LAKE KING PRIMARY SCHOOL,RAVENSTHORPE/NEWDEGATE ROAD,LAKE KING,WA,6356,C/- POST OFFICE,LAKE KING,WA,6356,-33.09143031,119.6734691,08 6872 0050,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,4,5,3,8,9,6,2,5,,,,,,,,,42
5450,LAKE MONGER PRIMARY SCHOOL,DODD STREET,WEMBLEY,WA,6014,DODD STREET,WEMBLEY,WA,6014,-31.92381333,115.8213089,08 9205 5400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,32,48,24,35,46,42,44,32,,,,,,,,,303
4150,LAKELAND SENIOR HIGH SCHOOL,106 SOUTH LAKE DRIVE,SOUTH LAKE,WA,6164,106 SOUTH LAKE DRIVE,SOUTH LAKE,WA,6164,-32.10905514,115.8459137,08 6172 2200,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,92,81,105,94,88,62,,522
5837,LAKELANDS PRIMARY SCHOOL,1 CAWANA PARKWAY,LAKELANDS,WA,6180,1 CAWANA PARKWAY,LAKELANDS,WA,6180,-32.47803782,115.7624628,08 9586 7650,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,62,85,70,75,72,89,70,84,,,,,,,,,607
1208,LANCE HOLT SCHOOL,10 HENRY STREET,FREMANTLE,WA,6160,10 HENRY STREET,FREMANTLE,WA,6160,-32.05462906,115.7441495,08 9335 6742,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,18,11,15,10,13,11,10,12,,,,,,,,,100
5272,LANCELIN PRIMARY SCHOOL,53 GINGIN ROAD,LANCELIN,WA,6044,53 GINGIN ROAD,LANCELIN,WA,6044,-31.01148261,115.3298498,08 9628 6000,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,16,8,16,13,6,22,6,5,,,,,,,,,92
1343,LANDSDALE CHRISTIAN SCHOOL,77 QUEENSWAY ROAD,LANDSDALE,WA,6065,77 QUEENSWAY ROAD,LANDSDALE,WA,6065,-31.80678912,115.8671747,08 9309 1830,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,12,10,13,20,11,15,13,11,,13,17,23,24,17,11,,210
5872,LANDSDALE GARDENS PRIMARY SCHOOL,50 AMISTAD ROAD,LANDSDALE,WA,6065,50 AMISTAD ROAD,LANDSDALE,WA,6065,-31.81681875,115.8567744,08 6401 8150,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,48,18,12,22,17,11,14,1,,,,,,,,,143
5766,LANDSDALE PRIMARY SCHOOL,THE BROADVIEW,LANDSDALE,WA,6065,THE BROADVIEW,LANDSDALE,WA,6065,-31.80328614,115.8627751,08 9408 3850,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,99,108,82,117,94,104,103,107,,,,,,,,,814
5274,LATHLAIN PRIMARY SCHOOL,120 HOWICK STREET,LATHLAIN,WA,6100,120 HOWICK STREET,LATHLAIN,WA,6100,-31.96963317,115.9087559,08 9224 9800,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,93,95,80,85,72,73,56,66,,,,,,,,,620
5275,LAVERTON SCHOOL,LANCEFIELD STREET,LAVERTON,WA,6440,PO BOX 64,LAVERTON,WA,6440,-28.62734274,122.4043146,08 9068 8400,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y12,3,4,6,12,8,6,7,12,,6,8,5,4,6,4,,91
1476,LEANING TREE STEINER SCHOOL,74 MACEDONIA DRIVE,GLENFIELD,WA,6532,74 MACEDONIA DRIVE,GLENFIELD,WA,6532,-28.684027,114.62538,08 9964 6555,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y09,9,14,15,11,11,8,11,14,,16,12,9,,,,,130
6081,LEDA EDUCATION SUPPORT CENTRE,1-25 FEILMAN DRIVE,LEDA,WA,6170,1-25 FEILMAN DRIVE,LEDA,WA,6170,-32.26049532,115.8048608,08 9414 2080,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,5,11,10,12,9,12,10,7,,,,,,,,,76
5725,LEDA PRIMARY SCHOOL,1-25 FEILMAN DRIVE,LEDA,WA,6170,1-25 FEILMAN DRIVE,LEDA,WA,6170,-32.26049532,115.8048608,08 9414 2040,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,37,47,60,52,55,59,58,68,,,,,,,,,436
5539,LEEMAN PRIMARY SCHOOL,10 SPENCER STREET,LEEMAN,WA,6514,C/- POST OFFICE,LEEMAN,WA,6514,-29.94892052,114.9784342,08 9953 3100,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,4,4,2,5,4,3,2,2,,,,,,,,,26
5659,LEEMING PRIMARY SCHOOL,10 MEHARRY ROAD,LEEMING,WA,6149,10 MEHARRY ROAD,LEEMING,WA,6149,-32.07551121,115.862877,08 9266 6700,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,44,54,48,48,41,48,40,,,,,,,,,363
4143,LEEMING SENIOR HIGH SCHOOL,AULBERRY PARADE,LEEMING,WA,6149,AULBERRY PARADE,LEEMING,WA,6149,-32.07467304,115.8564902,08 9237 6800 ,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,213,199,191,194,176,170,,"1,143"
6087,LEEMING SENIOR HIGH SCHOOL EDUCATION SUPPORT CENTRE,AULBERRY PARADE,LEEMING,WA,6149,AULBERRY PARADE,LEEMING,WA,6149,-32.07467304,115.8564902,08 9237 6870,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,Y07,Y12,,,,,,,,,,25,25,25,25,25,22,,147
5604,LEINSTER COMMUNITY SCHOOL,GLEDDEN DRIVE,LEINSTER,WA,6437,PMB 5,LEINSTER,WA,6437,-27.91539981,120.6955058,08 9055 9600,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y11,13,10,18,12,17,9,12,7,,8,6,4,3,2,,,121
4151,LEONORA DISTRICT HIGH SCHOOL,LOT 157 GWALIA STREET,LEONORA,WA,6438,PO BOX 200,LEONORA,WA,6438,-28.88414676,121.3329384,08 9066 8000,GOLDFIELDS,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,10,11,5,6,10,9,7,3,,6,7,6,2,5,6,,93
1327,LESCHENAULT CATHOLIC PRIMARY SCHOOL,MARDO AVENUE,AUSTRALIND,WA,6233,MARDO AVENUE,AUSTRALIND,WA,6233,-33.28334496,115.7224856,08 9720 3737,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,82,61,58,62,59,65,53,58,,,,,,,,,498
5279,LESMURDIE PRIMARY SCHOOL,49 SANDERSON ROAD,LESMURDIE,WA,6076,49 SANDERSON ROAD,LESMURDIE,WA,6076,-32.00399197,116.0450004,08 9291 2100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,37,31,41,40,38,40,33,40,,,,,,,,,300
4133,LESMURDIE SENIOR HIGH SCHOOL,21 REID ROAD,LESMURDIE,WA,6076,21 REID ROAD,LESMURDIE,WA,6076,-32.01252075,116.0516431,08 9291 1200,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,159,170,154,184,169,163,,999
5758,LITTLE GROVE PRIMARY SCHOOL,33 GORDON STREET,LITTLE GROVE,WA,6330,33 GORDON STREET,LITTLE GROVE,WA,6330,-35.06595201,117.867226,08 9845 9900,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,27,31,29,31,24,19,23,16,,,,,,,,,200
1408,LIVING WATERS LUTHERAN COLLEGE,176 CURRIE STREET,WARNBRO,WA,6169,176 CURRIE STREET,WARNBRO,WA,6169,-32.34307717,115.7544169,08 9593 1211,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,21,41,32,26,35,38,51,49,,88,79,66,75,62,50,,713
1232,LIWARA CATHOLIC PRIMARY SCHOOL,5 TUART ROAD,GREENWOOD,WA,6024,5 TUART ROAD,GREENWOOD,WA,6024,-31.83328555,115.7918194,08 9467 8153,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,66,53,46,60,48,50,57,45,,,,,,,,,425
5536,LOCKRIDGE PRIMARY SCHOOL,48 ROSHER ROAD,LOCKRIDGE,WA,6054,48 ROSHER ROAD,LOCKRIDGE,WA,6054,-31.88279111,115.9515213,08 9392 5150,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,39,32,27,27,26,39,34,30,,,,,,,,,254
8165,LOCKYER COMMUNITY KINDERGARTEN,7 LESCHENAULT STREET,ALBANY,WA,6330,7 LESCHENAULT STREET,ALBANY,WA,6330,-35.00417,117.86151,08 9841 3144,SOUTH WEST,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,69,,,,,,,,,,,,,,,,69
5671,LOOMA REMOTE COMMUNITY SCHOOL,LOOMA REMOTE COMMUNITY,LOOMA,WA,6728,PMB 904,DERBY,WA,6728,-18.039234,124.149541,08 9191 4765,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS,KIN,Y11,6,10,9,10,9,5,7,8,,7,5,4,2,5,,,87
1132,LORETO NEDLANDS,69 WEBSTER STREET,NEDLANDS,WA,6009,69 WEBSTER STREET,NEDLANDS,WA,6009,-31.98464523,115.8060593,08 6389 9400,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y01,Y06,,,1,1,2,1,15,14,,,,,,,,,34
8167,LOWER KING COMMUNITY KINDERGARTEN,34 RUTHERFORD DRIVE,LOWER KING,WA,6330,34 RUTHERFORD DRIVE,LOWER KING,WA,6330,-34.95841254,117.9349241,08 9844 7238,SOUTH WEST,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,20,,,,,,,,,,,,,,,,20
1308,LUMEN CHRISTI COLLEGE,81 STATION STREET,MARTIN,WA,6110,81 STATION STREET,MARTIN,WA,6110,-32.06737479,116.0120135,08 9394 9300,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,184,178,175,159,159,146,,"1,001"
1305,LUURNPA CATHOLIC SCHOOL,WIRRIMANU BALGO HILLS,VIA HALLS CREEK,WA,6770,WIRRIMANU BALGO HILLS,VIA HALLS CREEK,WA,6770,-20.142514,127.983031,08 9168 8902,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,2,13,7,13,9,9,15,10,,12,14,6,2,,,,112
4113,LYNWOOD SENIOR HIGH SCHOOL,436 METCALFE ROAD,PARKWOOD,WA,6147,436 METCALFE ROAD,PARKWOOD,WA,6147,-32.04190909,115.9161296,08 9354 0600,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,195,204,214,218,187,161,,"1,179"
6053,MADDINGTON EDUCATION SUPPORT CENTRE,1951 ALBANY HIGHWAY,MADDINGTON,WA,6109,1951 ALBANY HIGHWAY,MADDINGTON,WA,6109,-32.05405458,115.9855988,08 9205 5950,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,7,11,10,12,8,4,3,8,,,,,,,,,63
5281,MADDINGTON PRIMARY SCHOOL,1951 ALBANY HIGHWAY,MADDINGTON,WA,6109,1951 ALBANY HIGHWAY,MADDINGTON,WA,6109,-32.05485834,115.9868215,08 9205 5900,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,25,30,25,29,27,28,20,19,,,,,,,,,203
5811,MADELEY PRIMARY SCHOOL,MARTINDALE AVENUE,MADELEY,WA,6065,MARTINDALE AVENUE,MADELEY,WA,6065,-31.80675303,115.8289632,08 9306 6900,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,58,43,69,63,62,56,70,40,,,,,,,,,461
5873,MADORA BAY PRIMARY SCHOOL,HUNTINGTON STREET,MADORA BAY,WA,6210,HUNTINGTON STREET,MADORA BAY,WA,6210,-32.464169,115.758189,08 9584 6250,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,38,19,18,14,9,7,8,2,,,,,,,,,115
5282,MAIDA VALE PRIMARY SCHOOL,310 KALAMUNDA ROAD,MAIDA VALE,WA,6057,310 KALAMUNDA ROAD,MAIDA VALE,WA,6057,-31.94894601,116.0231303,08 6228 7400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,58,49,55,53,45,53,52,70,,,,,,,,,435
5601,MAIDENS PARK PRIMARY SCHOOL,WESTWOOD STREET,BUNBURY,WA,6230,PO BOX 4233,EAST BUNBURY,WA,6230,-33.36974451,115.6277556,08 9724 9450,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,25,17,32,19,19,15,13,23,,,,,,,,,163
1212,MAJELLA CATHOLIC PRIMARY SCHOOL,9 FINCHLEY CRESCENT,BALGA,WA,6061,9 FINCHLEY CRESCENT,BALGA,WA,6061,-31.85601373,115.8477866,08 9207 7500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,28,29,28,33,30,31,29,24,,,,,,,,,232
5824,MAKYBE RISE PRIMARY SCHOOL,MAKYBE DRIVE,BALDIVIS,WA,6171,MAKYBE DRIVE,BALDIVIS,WA,6171,-32.34435624,115.8175271,08 9523 5900,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,80,98,107,109,86,117,105,97,,,,,,,,,799
6035,MALIBU SCHOOL,104 GEORGETOWN DRIVE,SAFETY BAY,WA,6169,104 GEORGETOWN DRIVE,SAFETY BAY,WA,6169,-32.30377,115.742595,08 9553 8450,SOUTH METROPOLITAN,Education Support Schools,EDUCATION SUPPORT,KIN,Y12,6,6,8,8,8,2,4,12,,15,7,6,7,15,19,,123
5827,MALVERN SPRINGS PRIMARY SCHOOL,3 CHANDALA TURN,ELLENBROOK,WA,6069,3 CHANDALA TURN,ELLENBROOK,WA,6069,-31.75782406,115.9799705,08 6296 8240,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,79,83,115,94,107,121,122,83,,,,,,,,,804
1462,MANDURAH BAPTIST COLLEGE,CATALINA DRIVE,LAKELANDS,WA,6210,CATALINA DRIVE,LAKELANDS,WA,6210,-32.47830702,115.7601182,08 9583 7000,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,66,69,70,78,78,87,96,96,,127,127,124,127,120,92,,"1,357"
1380,MANDURAH CATHOLIC COLLEGE,79-97 COODANUP DRIVE,MANDURAH,WA,6210,79-97 COODANUP DRIVE,MANDURAH,WA,6210,-32.54895945,115.738286,08 9531 9500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,60,53,30,59,30,62,63,64,,247,241,195,205,214,196,,"1,719"
5283,MANDURAH PRIMARY SCHOOL,18 HACKETT STREET,MANDURAH,WA,6210,PO BOX 1077,MANDURAH,WA,6210,-32.52864487,115.7255254,08 9586 6850,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,33,36,42,31,29,34,33,30,,,,,,,,,268
4179,MANEA SENIOR COLLEGE,ROBERTSON DRIVE,BUNBURY,WA,6230,PO BOX 500,BUNBURY,WA,6230,-33.36775659,115.6567975,08 9721 0400,SOUTH WEST,Senior Colleges,SECONDARY SCHOOLS,Y11,Y12,,,,,,,,,,,,,,264,237,,501
6014,MANJIMUP EDUCATION SUPPORT CENTRE,FINCH STREET,MANJIMUP,WA,6258,LOCKED BAG 3,MANJIMUP,WA,6258,-34.234179,116.135653,08 9771 9050,SOUTH WEST,Education Support Centres,EDUCATION SUPPORT,KIN,Y12,1,1,2,4,,1,2,4,,,1,2,4,1,4,,27
5284,MANJIMUP PRIMARY SCHOOL,19 FINCH STREET,MANJIMUP,WA,6258,LOCKED BAG 3,MANJIMUP,WA,6258,-34.23292451,116.1339591,08 9771 9000,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,28,30,35,24,41,27,33,37,,,,,,,,,255
4032,MANJIMUP SENIOR HIGH SCHOOL,RUTHERFORD STREET,MANJIMUP,WA,6258,LOCKED BAG 1,MANJIMUP,WA,6258,-34.233842,116.133228,08 9771 3400,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,75,83,91,86,141,100,,576
5285,MANNING PRIMARY SCHOOL,60-80 LEY STREET,MANNING,WA,6152,60-80 LEY STREET,MANNING,WA,6152,-32.01527547,115.8650557,08 9266 6250,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,41,51,56,62,60,52,43,58,,,,,,,,,423
5687,MARANGAROO PRIMARY SCHOOL,88 GIRALT ROAD,MARANGAROO,WA,6064,88 GIRALT ROAD,MARANGAROO,WA,6064,-31.82848696,115.8275899,08 9462 9999,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,25,26,32,37,22,28,22,21,,,,,,,,,213
5286,MARBLE BAR PRIMARY SCHOOL,AUGUSTA STREET,MARBLE BAR,WA,6760,LOCKED BAG 20,MARBLE BAR,WA,6760,-21.1694751,119.7478156,08 9178 8300,PILBARA,Primary Schools,PRIMARY SCHOOLS,KIN,Y12,1,1,1,1,4,1,3,1,,1,4,,3,2,1,,24
1289,MARGARET RIVER INDEPENDENT SCHOOL,10890 BUSSELL HIGHWAY,FOREST GROVE,WA,6286,10890 BUSSELL HIGHWAY,FOREST GROVE,WA,6286,-34.06767921,115.1053456,08 9757 7515,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,28,21,18,21,21,18,13,23,,,,,,,,,163
1389,MARGARET RIVER MONTESSORI SCHOOL,4-6 CLARKE ROAD,MARGARET RIVER,WA,6285,4-6 CLARKE ROAD,MARGARET RIVER,WA,6285,-33.95961243,115.0673346,08 9757 2564,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y09,17,15,16,18,17,16,15,15,,13,8,2,,,,,152
5287,MARGARET RIVER PRIMARY SCHOOL,91-97 FORREST ROAD,MARGARET RIVER,WA,6285,91-97 FORREST ROAD,MARGARET RIVER,WA,6285,-33.95452824,115.0757428,08 9757 8500,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,59,72,69,88,90,79,95,107,,,,,,,,,659
